"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0043647","inositol phosphate metabolic process","3/662","65/19443",0.381860733582508,0.652733107171376,0.564297723660877,"Plcb4/Ptk2b/Impa1",3
"GO:0060425","lung morphogenesis","3/662","65/19443",0.381860733582508,0.652733107171376,0.564297723660877,"Spry2/Dlg5/Kras",3
"GO:0061726","mitochondrion disassembly","3/662","65/19443",0.381860733582508,0.652733107171376,0.564297723660877,"Cisd2/Tspo/Hif1a",3
"GO:0014909","smooth muscle cell migration","4/662","92/19443",0.382959809023382,0.652733107171376,0.564297723660877,"Src/Arpc5/Adamts1/Ssh1",4
"GO:0060998","regulation of dendritic spine development","4/662","92/19443",0.382959809023382,0.652733107171376,0.564297723660877,"Caprin1/Mapk6/Itsn1/Dlg5",4
"GO:0000291","nuclear-transcribed mRNA catabolic process, exonucleolytic","1/662","14/19443",0.384391752173364,0.652733107171376,0.564297723660877,"Exosc8",1
"GO:0002566","somatic diversification of immune receptors via somatic mutation","1/662","14/19443",0.384391752173364,0.652733107171376,0.564297723660877,"Adar",1
"GO:0003334","keratinocyte development","1/662","14/19443",0.384391752173364,0.652733107171376,0.564297723660877,"Sfn",1
"GO:0006007","glucose catabolic process","1/662","14/19443",0.384391752173364,0.652733107171376,0.564297723660877,"Ldha",1
"GO:0006206","pyrimidine nucleobase metabolic process","1/662","14/19443",0.384391752173364,0.652733107171376,0.564297723660877,"Cad",1
"GO:0006924","activation-induced cell death of T cells","1/662","14/19443",0.384391752173364,0.652733107171376,0.564297723660877,"Akt1",1
"GO:0006968","cellular defense response","1/662","14/19443",0.384391752173364,0.652733107171376,0.564297723660877,"Ptk2b",1
"GO:0009226","nucleotide-sugar biosynthetic process","1/662","14/19443",0.384391752173364,0.652733107171376,0.564297723660877,"Cmas",1
"GO:0010421","hydrogen peroxide-mediated programmed cell death","1/662","14/19443",0.384391752173364,0.652733107171376,0.564297723660877,"Met",1
"GO:0010561","negative regulation of glycoprotein biosynthetic process","1/662","14/19443",0.384391752173364,0.652733107171376,0.564297723660877,"Aatf",1
"GO:0010804","negative regulation of tumor necrosis factor-mediated signaling pathway","1/662","14/19443",0.384391752173364,0.652733107171376,0.564297723660877,"Ptpn2",1
"GO:0010882","regulation of cardiac muscle contraction by calcium ion signaling","1/662","14/19443",0.384391752173364,0.652733107171376,0.564297723660877,"Atp2a2",1
"GO:0010896","regulation of triglyceride catabolic process","1/662","14/19443",0.384391752173364,0.652733107171376,0.564297723660877,"Ldlr",1
"GO:0015936","coenzyme A metabolic process","1/662","14/19443",0.384391752173364,0.652733107171376,0.564297723660877,"Hmgcr",1
"GO:0016074","snoRNA metabolic process","1/662","14/19443",0.384391752173364,0.652733107171376,0.564297723660877,"Dkc1",1
"GO:0021903","rostrocaudal neural tube patterning","1/662","14/19443",0.384391752173364,0.652733107171376,0.564297723660877,"Atp6ap2",1
"GO:0030007","cellular potassium ion homeostasis","1/662","14/19443",0.384391752173364,0.652733107171376,0.564297723660877,"Atp1a1",1
"GO:0030213","hyaluronan biosynthetic process","1/662","14/19443",0.384391752173364,0.652733107171376,0.564297723660877,"Nfkb1",1
"GO:0030497","fatty acid elongation","1/662","14/19443",0.384391752173364,0.652733107171376,0.564297723660877,"Elovl7",1
"GO:0030949","positive regulation of vascular endothelial growth factor receptor signaling pathway","1/662","14/19443",0.384391752173364,0.652733107171376,0.564297723660877,"Hif1a",1
"GO:0031573","intra-S DNA damage checkpoint","1/662","14/19443",0.384391752173364,0.652733107171376,0.564297723660877,"Atf2",1
"GO:0031987","locomotion involved in locomotory behavior","1/662","14/19443",0.384391752173364,0.652733107171376,0.564297723660877,"Vps35",1
"GO:0032736","positive regulation of interleukin-13 production","1/662","14/19443",0.384391752173364,0.652733107171376,0.564297723660877,"Il33",1
"GO:0032769","negative regulation of monooxygenase activity","1/662","14/19443",0.384391752173364,0.652733107171376,0.564297723660877,"Nfkb1",1
"GO:0034116","positive regulation of heterotypic cell-cell adhesion","1/662","14/19443",0.384391752173364,0.652733107171376,0.564297723660877,"Cd44",1
"GO:0035815","positive regulation of renal sodium excretion","1/662","14/19443",0.384391752173364,0.652733107171376,0.564297723660877,"Gnai2",1
"GO:0042976","activation of Janus kinase activity","1/662","14/19443",0.384391752173364,0.652733107171376,0.564297723660877,"Ptk2b",1
"GO:0043031","negative regulation of macrophage activation","1/662","14/19443",0.384391752173364,0.652733107171376,0.564297723660877,"Ldlr",1
"GO:0043116","negative regulation of vascular permeability","1/662","14/19443",0.384391752173364,0.652733107171376,0.564297723660877,"Ptprj",1
"GO:0043248","proteasome assembly","1/662","14/19443",0.384391752173364,0.652733107171376,0.564297723660877,"Psmd11",1
"GO:0045198","establishment of epithelial cell apical/basal polarity","1/662","14/19443",0.384391752173364,0.652733107171376,0.564297723660877,"Msn",1
"GO:0045342","MHC class II biosynthetic process","1/662","14/19443",0.384391752173364,0.652733107171376,0.564297723660877,"Xbp1",1
"GO:0045351","type I interferon biosynthetic process","1/662","14/19443",0.384391752173364,0.652733107171376,0.564297723660877,"Myd88",1
"GO:0045647","negative regulation of erythrocyte differentiation","1/662","14/19443",0.384391752173364,0.652733107171376,0.564297723660877,"Hspa9",1
"GO:0048672","positive regulation of collateral sprouting","1/662","14/19443",0.384391752173364,0.652733107171376,0.564297723660877,"Efna5",1
"GO:0051152","positive regulation of smooth muscle cell differentiation","1/662","14/19443",0.384391752173364,0.652733107171376,0.564297723660877,"Sod2",1
"GO:0051284","positive regulation of sequestering of calcium ion","1/662","14/19443",0.384391752173364,0.652733107171376,0.564297723660877,"Gsto1",1
"GO:0051547","regulation of keratinocyte migration","1/662","14/19443",0.384391752173364,0.652733107171376,0.564297723660877,"Map4k4",1
"GO:0051782","negative regulation of cell division","1/662","14/19443",0.384391752173364,0.652733107171376,0.564297723660877,"Aspm",1
"GO:0051938","L-glutamate import","1/662","14/19443",0.384391752173364,0.652733107171376,0.564297723660877,"Arl6ip1",1
"GO:0055062","phosphate ion homeostasis","1/662","14/19443",0.384391752173364,0.652733107171376,0.564297723660877,"Xpr1",1
"GO:0061308","cardiac neural crest cell development involved in heart development","1/662","14/19443",0.384391752173364,0.652733107171376,0.564297723660877,"Jag1",1
"GO:0070863","positive regulation of protein exit from endoplasmic reticulum","1/662","14/19443",0.384391752173364,0.652733107171376,0.564297723660877,"Tm9sf4",1
"GO:0071025","RNA surveillance","1/662","14/19443",0.384391752173364,0.652733107171376,0.564297723660877,"Exosc8",1
"GO:0071371","cellular response to gonadotropin stimulus","1/662","14/19443",0.384391752173364,0.652733107171376,0.564297723660877,"Efna5",1
"GO:0072505","divalent inorganic anion homeostasis","1/662","14/19443",0.384391752173364,0.652733107171376,0.564297723660877,"Xpr1",1
"GO:0072506","trivalent inorganic anion homeostasis","1/662","14/19443",0.384391752173364,0.652733107171376,0.564297723660877,"Xpr1",1
"GO:0072537","fibroblast activation","1/662","14/19443",0.384391752173364,0.652733107171376,0.564297723660877,"Rps6ka1",1
"GO:0090331","negative regulation of platelet aggregation","1/662","14/19443",0.384391752173364,0.652733107171376,0.564297723660877,"Ubash3b",1
"GO:0090503","RNA phosphodiester bond hydrolysis, exonucleolytic","1/662","14/19443",0.384391752173364,0.652733107171376,0.564297723660877,"Exosc8",1
"GO:0097468","programmed cell death in response to reactive oxygen species","1/662","14/19443",0.384391752173364,0.652733107171376,0.564297723660877,"Met",1
"GO:0099151","regulation of postsynaptic density assembly","1/662","14/19443",0.384391752173364,0.652733107171376,0.564297723660877,"Nptx1",1
"GO:1900221","regulation of amyloid-beta clearance","1/662","14/19443",0.384391752173364,0.652733107171376,0.564297723660877,"Hmgcr",1
"GO:1901550","regulation of endothelial cell development","1/662","14/19443",0.384391752173364,0.652733107171376,0.564297723660877,"Akap11",1
"GO:1902165","regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator","1/662","14/19443",0.384391752173364,0.652733107171376,0.564297723660877,"Cd44",1
"GO:1902430","negative regulation of amyloid-beta formation","1/662","14/19443",0.384391752173364,0.652733107171376,0.564297723660877,"Prnp",1
"GO:1903140","regulation of establishment of endothelial barrier","1/662","14/19443",0.384391752173364,0.652733107171376,0.564297723660877,"Akap11",1
"GO:1904263","positive regulation of TORC1 signaling","1/662","14/19443",0.384391752173364,0.652733107171376,0.564297723660877,"Rraga",1
"GO:1905063","regulation of vascular smooth muscle cell differentiation","1/662","14/19443",0.384391752173364,0.652733107171376,0.564297723660877,"Sod2",1
"GO:1905941","positive regulation of gonad development","1/662","14/19443",0.384391752173364,0.652733107171376,0.564297723660877,"Src",1
"GO:0001783","B cell apoptotic process","2/662","39/19443",0.385115357692848,0.652733107171376,0.564297723660877,"Cd44/Aurkb",2
"GO:0009620","response to fungus","2/662","39/19443",0.385115357692848,0.652733107171376,0.564297723660877,"Myd88/Cotl1",2
"GO:0010613","positive regulation of cardiac muscle hypertrophy","2/662","39/19443",0.385115357692848,0.652733107171376,0.564297723660877,"Mtpn/Twf1",2
"GO:0014037","Schwann cell differentiation","2/662","39/19443",0.385115357692848,0.652733107171376,0.564297723660877,"Akt1/Sod1",2
"GO:0032008","positive regulation of TOR signaling","2/662","39/19443",0.385115357692848,0.652733107171376,0.564297723660877,"Xbp1/Rraga",2
"GO:0043551","regulation of phosphatidylinositol 3-kinase activity","2/662","39/19443",0.385115357692848,0.652733107171376,0.564297723660877,"Src/Ptk2b",2
"GO:0048873","homeostasis of number of cells within a tissue","2/662","39/19443",0.385115357692848,0.652733107171376,0.564297723660877,"Vhl/Kras",2
"GO:0050931","pigment cell differentiation","2/662","39/19443",0.385115357692848,0.652733107171376,0.564297723660877,"Gnaq/Sod2",2
"GO:0070884","regulation of calcineurin-NFAT signaling cascade","2/662","39/19443",0.385115357692848,0.652733107171376,0.564297723660877,"Prnp/Cib1",2
"GO:0097009","energy homeostasis","2/662","39/19443",0.385115357692848,0.652733107171376,0.564297723660877,"Ampd3/Mex3c",2
"GO:0106056","regulation of calcineurin-mediated signaling","2/662","39/19443",0.385115357692848,0.652733107171376,0.564297723660877,"Prnp/Cib1",2
"GO:1900087","positive regulation of G1/S transition of mitotic cell cycle","2/662","39/19443",0.385115357692848,0.652733107171376,0.564297723660877,"Akt1/Adamts1",2
"GO:1902692","regulation of neuroblast proliferation","2/662","39/19443",0.385115357692848,0.652733107171376,0.564297723660877,"Aspm/Hif1a",2
"GO:1903034","regulation of response to wounding","7/662","175/19443",0.38683266661202,0.655403440278869,0.566606267348058,"Myh9/Xbp1/Ptprj/Hmgcr/Clasp1/Ubash3b/Sox15",7
"GO:0006402","mRNA catabolic process","8/662","203/19443",0.387802246719341,0.656075708280851,0.56718745328614,"Carhsp1/Myd88/Etf1/Tardbp/Ythdf3/Exosc8/Hnrnpa0/Pabpc4",8
"GO:0043112","receptor metabolic process","8/662","203/19443",0.387802246719341,0.656075708280851,0.56718745328614,"Rab31/Furin/Sdcbp/Itgb1/Hif1a/Picalm/Ankrd13a/Tfrc",8
"GO:1904018","positive regulation of vasculature development","8/662","203/19443",0.387802246719341,0.656075708280851,0.56718745328614,"Fgfbp1/Xbp1/Pxn/Itgb1/Ptk2b/Hif1a/Cib1/Sod2",8
"GO:0045665","negative regulation of neuron differentiation","10/662","259/19443",0.388065838103208,0.656075708280851,0.56718745328614,"Ifrd1/Prkcsh/Calr/Jag1/Map4k4/Flna/Itgb1/Ptprz1/Aspm/Cib1",10
"GO:0090092","regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","9/662","231/19443",0.388147933222745,0.656075708280851,0.56718745328614,"Strap/Acvr1/Furin/Xbp1/Tgfbr1/Pmepa1/Sdcbp/Ltbp1/Itga3",9
"GO:0007586","digestion","5/662","120/19443",0.388223077054982,0.656075708280851,0.56718745328614,"Copa/Strap/Ldlr/Abcg2/Tjp2",5
"GO:0010508","positive regulation of autophagy","5/662","120/19443",0.388223077054982,0.656075708280851,0.56718745328614,"Xbp1/Gpsm1/Trim8/Hif1a/Pafah1b2",5
"GO:0097061","dendritic spine organization","4/662","93/19443",0.390711600158228,0.658098827247806,0.568936470480465,"Vps35/Caprin1/Prnp/Itga3",4
"GO:0003206","cardiac chamber morphogenesis","6/662","148/19443",0.391012037725685,0.658098827247806,0.568936470480465,"Acvr1/Tgfbr1/Jag1/Hif1a/Adamts1/Ly6e",6
"GO:0016239","positive regulation of macroautophagy","3/662","66/19443",0.391135951100425,0.658098827247806,0.568936470480465,"Gpsm1/Hif1a/Pafah1b2",3
"GO:0045843","negative regulation of striated muscle tissue development","3/662","66/19443",0.391135951100425,0.658098827247806,0.568936470480465,"Akirin1/Jarid2/Sox15",3
"GO:0046324","regulation of glucose import","3/662","66/19443",0.391135951100425,0.658098827247806,0.568936470480465,"Pea15a/Akt1/Osbpl8",3
"GO:0050770","regulation of axonogenesis","8/662","204/19443",0.392989007971066,0.658098827247806,0.568936470480465,"Ifrd1/Limk1/Wdr36/Efna5/Ythdf1/Rab11a/Picalm/Trak1",8
"GO:0006401","RNA catabolic process","9/662","232/19443",0.393007653770255,0.658098827247806,0.568936470480465,"Carhsp1/Myd88/Etf1/Tardbp/Ythdf3/Exosc8/Hnrnpa0/Dkc1/Pabpc4",9
"GO:1903531","negative regulation of secretion by cell","9/662","232/19443",0.393007653770255,0.658098827247806,0.568936470480465,"Il33/Serpinb1a/Rabgef1/Fbln1/Map4k4/Hmgcr/Gnai2/Dph3/Eny2",9
"GO:0042752","regulation of circadian rhythm","5/662","121/19443",0.395003548037513,0.658098827247806,0.568936470480465,"Tardbp/Suv39h1/Kdm2a/Cdk1/Ppp1cc",5
"GO:0060996","dendritic spine development","5/662","121/19443",0.395003548037513,0.658098827247806,0.568936470480465,"Caprin1/Mapk6/Itsn1/Dlg5/Arf4",5
"GO:0007431","salivary gland development","2/662","40/19443",0.397251244236755,0.658098827247806,0.568936470480465,"Xbp1/Met",2
"GO:0010470","regulation of gastrulation","2/662","40/19443",0.397251244236755,0.658098827247806,0.568936470480465,"Clasp1/Map2k5",2
"GO:0014742","positive regulation of muscle hypertrophy","2/662","40/19443",0.397251244236755,0.658098827247806,0.568936470480465,"Mtpn/Twf1",2
"GO:0032620","interleukin-17 production","2/662","40/19443",0.397251244236755,0.658098827247806,0.568936470480465,"Myd88/Prnp",2
"GO:0033344","cholesterol efflux","2/662","40/19443",0.397251244236755,0.658098827247806,0.568936470480465,"Nfkbia/Ttc39b",2
"GO:0045851","pH reduction","2/662","40/19443",0.397251244236755,0.658098827247806,0.568936470480465,"Gpr89/Atp6v0c",2
"GO:0050691","regulation of defense response to virus by host","2/662","40/19443",0.397251244236755,0.658098827247806,0.568936470480465,"Creb3/Stat1",2
"GO:0050706","regulation of interleukin-1 beta secretion","2/662","40/19443",0.397251244236755,0.658098827247806,0.568936470480465,"Serpinb1a/Panx1",2
"GO:0060325","face morphogenesis","2/662","40/19443",0.397251244236755,0.658098827247806,0.568936470480465,"Schip1/Tiparp",2
"GO:0071542","dopaminergic neuron differentiation","2/662","40/19443",0.397251244236755,0.658098827247806,0.568936470480465,"Manf/Hif1a",2
"GO:1903053","regulation of extracellular matrix organization","2/662","40/19443",0.397251244236755,0.658098827247806,0.568936470480465,"Fscn1/Clasp1",2
"GO:0050708","regulation of protein secretion","18/662","488/19443",0.397833459312707,0.658098827247806,0.568936470480465,"Vps35/Slc16a1/Serp1/Il33/Nadk/Serpinb1a/Panx1/Rabgef1/Xbp1/Il4ra/Fbln1/Map4k4/Src/Hmgcr/Efna5/Hif1a/Dph3/Eny2",18
"GO:0001570","vasculogenesis","4/662","94/19443",0.39844939667273,0.658098827247806,0.568936470480465,"Junb/Ptprj/Ccm2/Tiparp",4
"GO:0007041","lysosomal transport","4/662","94/19443",0.39844939667273,0.658098827247806,0.568936470480465,"Vps35/Igf2r/Gnptab/Trak1",4
"GO:0009135","purine nucleoside diphosphate metabolic process","4/662","94/19443",0.39844939667273,0.658098827247806,0.568936470480465,"Tpi1/Ak1/Ampd3/Hif1a",4
"GO:0009179","purine ribonucleoside diphosphate metabolic process","4/662","94/19443",0.39844939667273,0.658098827247806,0.568936470480465,"Tpi1/Ak1/Ampd3/Hif1a",4
"GO:0045582","positive regulation of T cell differentiation","4/662","94/19443",0.39844939667273,0.658098827247806,0.568936470480465,"Adam8/Xbp1/Il4ra/Hsp90aa1",4
"GO:0048477","oogenesis","4/662","94/19443",0.39844939667273,0.658098827247806,0.568936470480465,"Ccnb1/Src/Ptk2b/Aspm",4
"GO:0060021","roof of mouth development","4/662","94/19443",0.39844939667273,0.658098827247806,0.568936470480465,"Tgfbr1/Schip1/Pak1ip1/Tiparp",4
"GO:0006940","regulation of smooth muscle contraction","3/662","67/19443",0.4003757170109,0.658098827247806,0.568936470480465,"Shc1/Cald1/Sod1",3
"GO:0043113","receptor clustering","3/662","67/19443",0.4003757170109,0.658098827247806,0.568936470480465,"Itgb1bp1/Flna/Ssh1",3
"GO:0045576","mast cell activation","3/662","67/19443",0.4003757170109,0.658098827247806,0.568936470480465,"Ptpre/Rabgef1/Il4ra",3
"GO:0050710","negative regulation of cytokine secretion","3/662","67/19443",0.4003757170109,0.658098827247806,0.568936470480465,"Serpinb1a/Rabgef1/Fbln1",3
"GO:0061371","determination of heart left/right asymmetry","3/662","67/19443",0.4003757170109,0.658098827247806,0.568936470480465,"Tmed2/Kdm2a/Hif1a",3
"GO:0071868","cellular response to monoamine stimulus","3/662","67/19443",0.4003757170109,0.658098827247806,0.568936470480465,"Vps35/Flna/Gnaq",3
"GO:0071870","cellular response to catecholamine stimulus","3/662","67/19443",0.4003757170109,0.658098827247806,0.568936470480465,"Vps35/Flna/Gnaq",3
"GO:0010876","lipid localization","14/662","375/19443",0.40072773518402,0.658098827247806,0.568936470480465,"Akt1/Got2/Nfkbia/Nus1/Ldlr/Atp10d/Osbpl8/Ptpn2/Tspo/Ttc39b/Ehd1/Plin2/Nrip1/Pitpnc1",14
"GO:0016358","dendrite development","11/662","290/19443",0.400755759361104,0.658098827247806,0.568936470480465,"Caprin1/Mapk6/Itsn1/Itgb1/Ptprz1/Dlg5/Met/Arf4/Cdc20/Picalm/Trak1",11
"GO:0008203","cholesterol metabolic process","5/662","122/19443",0.401777393535608,0.658098827247806,0.568936470480465,"Ldlr/Hmgcr/Fdft1/Ttc39b/Sod1",5
"GO:0019722","calcium-mediated signaling","8/662","206/19443",0.403366782728309,0.658098827247806,0.568936470480465,"Atp2a2/Hint1/Ptprj/Zmpste24/Ptk2b/Prnp/Cib1/Gsto1",8
"GO:0045088","regulation of innate immune response","7/662","178/19443",0.403600963411725,0.658098827247806,0.568936470480465,"Serpinb1a/Adam8/Ythdf3/Gfer/Adar/Hmgb2/Ptpn2",7
"GO:0050867","positive regulation of cell activation","12/662","319/19443",0.403713520596297,0.658098827247806,0.568936470480465,"Il33/Adam8/Rps6ka1/Flot2/Myd88/Xbp1/Il4ra/Ptprj/Hsp90aa1/Sox15/Rps3/Tfrc",12
"GO:0000722","telomere maintenance via recombination","1/662","15/19443",0.405367235217331,0.658098827247806,0.568936470480465,"Smc6",1
"GO:0001771","immunological synapse formation","1/662","15/19443",0.405367235217331,0.658098827247806,0.568936470480465,"Msn",1
"GO:0006337","nucleosome disassembly","1/662","15/19443",0.405367235217331,0.658098827247806,0.568936470480465,"Grwd1",1
"GO:0006704","glucocorticoid biosynthetic process","1/662","15/19443",0.405367235217331,0.658098827247806,0.568936470480465,"Atp1a1",1
"GO:0006878","cellular copper ion homeostasis","1/662","15/19443",0.405367235217331,0.658098827247806,0.568936470480465,"Prnp",1
"GO:0006896","Golgi to vacuole transport","1/662","15/19443",0.405367235217331,0.658098827247806,0.568936470480465,"Vps29",1
"GO:0007379","segment specification","1/662","15/19443",0.405367235217331,0.658098827247806,0.568936470480465,"Mtf2",1
"GO:0009220","pyrimidine ribonucleotide biosynthetic process","1/662","15/19443",0.405367235217331,0.658098827247806,0.568936470480465,"Cad",1
"GO:0010172","embryonic body morphogenesis","1/662","15/19443",0.405367235217331,0.658098827247806,0.568936470480465,"Clasp1",1
"GO:0010310","regulation of hydrogen peroxide metabolic process","1/662","15/19443",0.405367235217331,0.658098827247806,0.568936470480465,"Mmp3",1
"GO:0010523","negative regulation of calcium ion transport into cytosol","1/662","15/19443",0.405367235217331,0.658098827247806,0.568936470480465,"Gsto1",1
"GO:0010752","regulation of cGMP-mediated signaling","1/662","15/19443",0.405367235217331,0.658098827247806,0.568936470480465,"Ptk2b",1
"GO:0010960","magnesium ion homeostasis","1/662","15/19443",0.405367235217331,0.658098827247806,0.568936470480465,"Mtss1",1
"GO:0014857","regulation of skeletal muscle cell proliferation","1/662","15/19443",0.405367235217331,0.658098827247806,0.568936470480465,"Akirin1",1
"GO:0019985","translesion synthesis","1/662","15/19443",0.405367235217331,0.658098827247806,0.568936470480465,"Pcna",1
"GO:0030157","pancreatic juice secretion","1/662","15/19443",0.405367235217331,0.658098827247806,0.568936470480465,"Copa",1
"GO:0030277","maintenance of gastrointestinal epithelium","1/662","15/19443",0.405367235217331,0.658098827247806,0.568936470480465,"Strap",1
"GO:0030656","regulation of vitamin metabolic process","1/662","15/19443",0.405367235217331,0.658098827247806,0.568936470480465,"Nfkb1",1
"GO:0030730","sequestering of triglyceride","1/662","15/19443",0.405367235217331,0.658098827247806,0.568936470480465,"Osbpl8",1
"GO:0031054","pre-miRNA processing","1/662","15/19443",0.405367235217331,0.658098827247806,0.568936470480465,"Adar",1
"GO:0032530","regulation of microvillus organization","1/662","15/19443",0.405367235217331,0.658098827247806,0.568936470480465,"Fscn1",1
"GO:0032717","negative regulation of interleukin-8 production","1/662","15/19443",0.405367235217331,0.658098827247806,0.568936470480465,"Map2k5",1
"GO:0033089","positive regulation of T cell differentiation in thymus","1/662","15/19443",0.405367235217331,0.658098827247806,0.568936470480465,"Adam8",1
"GO:0034393","positive regulation of smooth muscle cell apoptotic process","1/662","15/19443",0.405367235217331,0.658098827247806,0.568936470480465,"Sod2",1
"GO:0034698","response to gonadotropin","1/662","15/19443",0.405367235217331,0.658098827247806,0.568936470480465,"Efna5",1
"GO:0035461","vitamin transmembrane transport","1/662","15/19443",0.405367235217331,0.658098827247806,0.568936470480465,"Slc19a2",1
"GO:0035590","purinergic nucleotide receptor signaling pathway","1/662","15/19443",0.405367235217331,0.658098827247806,0.568936470480465,"Gnai2",1
"GO:0042033","chemokine biosynthetic process","1/662","15/19443",0.405367235217331,0.658098827247806,0.568936470480465,"Myd88",1
"GO:0042159","lipoprotein catabolic process","1/662","15/19443",0.405367235217331,0.658098827247806,0.568936470480465,"Ldlr",1
"GO:0042416","dopamine biosynthetic process","1/662","15/19443",0.405367235217331,0.658098827247806,0.568936470480465,"Vps35",1
"GO:0043455","regulation of secondary metabolic process","1/662","15/19443",0.405367235217331,0.658098827247806,0.568936470480465,"Cdh3",1
"GO:0043555","regulation of translation in response to stress","1/662","15/19443",0.405367235217331,0.658098827247806,0.568936470480465,"Eif2s1",1
"GO:0044827","modulation by host of viral genome replication","1/662","15/19443",0.405367235217331,0.658098827247806,0.568936470480465,"Stom",1
"GO:0045073","regulation of chemokine biosynthetic process","1/662","15/19443",0.405367235217331,0.658098827247806,0.568936470480465,"Myd88",1
"GO:0045414","regulation of interleukin-8 biosynthetic process","1/662","15/19443",0.405367235217331,0.658098827247806,0.568936470480465,"Map2k5",1
"GO:0045653","negative regulation of megakaryocyte differentiation","1/662","15/19443",0.405367235217331,0.658098827247806,0.568936470480465,"Cib1",1
"GO:0046855","inositol phosphate dephosphorylation","1/662","15/19443",0.405367235217331,0.658098827247806,0.568936470480465,"Impa1",1
"GO:0048070","regulation of developmental pigmentation","1/662","15/19443",0.405367235217331,0.658098827247806,0.568936470480465,"Gnaq",1
"GO:0050862","positive regulation of T cell receptor signaling pathway","1/662","15/19443",0.405367235217331,0.658098827247806,0.568936470480465,"Rps3",1
"GO:0050872","white fat cell differentiation","1/662","15/19443",0.405367235217331,0.658098827247806,0.568936470480465,"Ctbp2",1
"GO:0051044","positive regulation of membrane protein ectodomain proteolysis","1/662","15/19443",0.405367235217331,0.658098827247806,0.568936470480465,"Adam8",1
"GO:0055089","fatty acid homeostasis","1/662","15/19443",0.405367235217331,0.658098827247806,0.568936470480465,"Xbp1",1
"GO:0060330","regulation of response to interferon-gamma","1/662","15/19443",0.405367235217331,0.658098827247806,0.568936470480465,"Ptpn2",1
"GO:0060334","regulation of interferon-gamma-mediated signaling pathway","1/662","15/19443",0.405367235217331,0.658098827247806,0.568936470480465,"Ptpn2",1
"GO:0060347","heart trabecula formation","1/662","15/19443",0.405367235217331,0.658098827247806,0.568936470480465,"Adamts1",1
"GO:0060396","growth hormone receptor signaling pathway","1/662","15/19443",0.405367235217331,0.658098827247806,0.568936470480465,"Pxn",1
"GO:0060576","intestinal epithelial cell development","1/662","15/19443",0.405367235217331,0.658098827247806,0.568936470480465,"Hif1a",1
"GO:0060700","regulation of ribonuclease activity","1/662","15/19443",0.405367235217331,0.658098827247806,0.568936470480465,"Abce1",1
"GO:0060965","negative regulation of gene silencing by miRNA","1/662","15/19443",0.405367235217331,0.658098827247806,0.568936470480465,"Zmpste24",1
"GO:0061307","cardiac neural crest cell differentiation involved in heart development","1/662","15/19443",0.405367235217331,0.658098827247806,0.568936470480465,"Jag1",1
"GO:0061952","midbody abscission","1/662","15/19443",0.405367235217331,0.658098827247806,0.568936470480465,"Pdcd6ip",1
"GO:0070102","interleukin-6-mediated signaling pathway","1/662","15/19443",0.405367235217331,0.658098827247806,0.568936470480465,"Ptpn2",1
"GO:0070234","positive regulation of T cell apoptotic process","1/662","15/19443",0.405367235217331,0.658098827247806,0.568936470480465,"Adam8",1
"GO:0070293","renal absorption","1/662","15/19443",0.405367235217331,0.658098827247806,0.568936470480465,"Aqp3",1
"GO:0071378","cellular response to growth hormone stimulus","1/662","15/19443",0.405367235217331,0.658098827247806,0.568936470480465,"Pxn",1
"GO:0072010","glomerular epithelium development","1/662","15/19443",0.405367235217331,0.658098827247806,0.568936470480465,"Jag1",1
"GO:0072672","neutrophil extravasation","1/662","15/19443",0.405367235217331,0.658098827247806,0.568936470480465,"Adam8",1
"GO:0090083","regulation of inclusion body assembly","1/662","15/19443",0.405367235217331,0.658098827247806,0.568936470480465,"Dnajb6",1
"GO:0090231","regulation of spindle checkpoint","1/662","15/19443",0.405367235217331,0.658098827247806,0.568936470480465,"Ccnb1",1
"GO:0097050","type B pancreatic cell apoptotic process","1/662","15/19443",0.405367235217331,0.658098827247806,0.568936470480465,"Eif2s1",1
"GO:0099527","postsynapse to nucleus signaling pathway","1/662","15/19443",0.405367235217331,0.658098827247806,0.568936470480465,"Kpna2",1
"GO:1902043","positive regulation of extrinsic apoptotic signaling pathway via death domain receptors","1/662","15/19443",0.405367235217331,0.658098827247806,0.568936470480465,"Pea15a",1
"GO:1902570","protein localization to nucleolus","1/662","15/19443",0.405367235217331,0.658098827247806,0.568936470480465,"Polr1a",1
"GO:1902894","negative regulation of pri-miRNA transcription by RNA polymerase II","1/662","15/19443",0.405367235217331,0.658098827247806,0.568936470480465,"Tgfbr1",1
"GO:1903358","regulation of Golgi organization","1/662","15/19443",0.405367235217331,0.658098827247806,0.568936470480465,"Usp6nl",1
"GO:1903423","positive regulation of synaptic vesicle recycling","1/662","15/19443",0.405367235217331,0.658098827247806,0.568936470480465,"Picalm",1
"GO:1903729","regulation of plasma membrane organization","1/662","15/19443",0.405367235217331,0.658098827247806,0.568936470480465,"Myh9",1
"GO:1903978","regulation of microglial cell activation","1/662","15/19443",0.405367235217331,0.658098827247806,0.568936470480465,"Ldlr",1
"GO:2000194","regulation of female gonad development","1/662","15/19443",0.405367235217331,0.658098827247806,0.568936470480465,"Src",1
